molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value
CHEMBL3220872,Cc1noc(C)c1-c1ccc2ncn(Cc3ccc(Cl)c(Cl)c3)c2c1,3981.07,nM,5.4
CHEMBL3220859,Cc1noc(C)c1-c1ccc2c(c1)C(OCCCN1CCNCC1)CC2,3981.07,nM,5.4
CHEMBL3220858,Cc1noc(C)c1-c1ccc2c(c1)C(OCCCN1CCOCC1)CC2,6309.57,nM,5.2
CHEMBL3220857,Cc1noc(C)c1-c1ccc2c(c1)C(OCCCN1CCCCC1)CC2,6309.57,nM,5.2
CHEMBL3220856,Cc1noc(C)c1-c1ccc2c(c1)C(OCCCN1CCCC1)CC2,6309.57,nM,5.2
CHEMBL3220853,Cc1noc(C)c1-c1ccc2nc[nH]c2c1,6309.57,nM,5.2
CHEMBL3220873,Cc1noc(C)c1-c1ccc2c(c1)ncn2Cc1ccc(Cl)c(Cl)c1,10000.0,nM,5.0
CHEMBL3220870,Cc1noc(C)c1-c1ccc2c(c1)ncn2Cc1ccccc1[N+](=O)[O-],12589.25,nM,4.9
CHEMBL3220855,Cc1noc(C)c1-c1ccc2c(c1)C(OCc1ccc3ccccc3n1)CC2,19952.62,nM,4.7
CHEMBL3220852,Cc1noc(C)c1-c1ccc2cc[nH]c2c1,19952.62,nM,4.7
CHEMBL3220854,Cc1noc(C)c1-c1ccc2c(c1)C(OCc1ccccc1)CC2,31622.78,nM,4.5
CHEMBL3220851,Cc1noc(C)c1-c1ccc2c(c1)C(=O)CC2,63095.73,nM,4.2
CHEMBL3220922,CC(=O)N1c2ccc(-c3ccc(NC(=O)CCCCCCC(=O)NO)cc3)cc2[C@H](NC(=O)OC(C)C)C[C@@H]1C,50.0,nM,7.3
CHEMBL3220923,CC(=O)N1c2ccc(NC(=O)CCCCCCC(=O)NO)cc2[C@H](NC(=O)OC(C)C)C[C@@H]1C,290.0,nM,6.54
CHEMBL3220924,CC(=O)N1c2ccc(-c3ccccc3)cc2[C@H](NC(=O)CCCCCCC(=O)NO)C[C@@H]1C,360.0,nM,6.44
CHEMBL3220925,CC(=O)N1c2ccc(NC(=O)CCCCCCC(=O)NO)cc2[C@H](Nc2ccccc2)C[C@@H]1C,100.0,nM,7.0
CHEMBL3220926,CNCc1ccc(-c2ccc3c(c2)[C@H](NC(=O)OC(C)C)C[C@H](C)N3C(C)=O)cc1,280.0,nM,6.55
CHEMBL3262777,CCc1cc2c(n1Cc1ccccc1)CCCC2=O,7000.0,nM,5.16
CHEMBL1620811,CN1C(=O)CC(c2ccccc2)Nc2ccccc21,7500.0,nM,5.12
CHEMBL3353994,CC(=O)N1c2ccc(-c3ccc(CN4CCCCC4)cc3)cc2[C@H](N)C[C@@H]1C,25118.86,nM,4.6
CHEMBL3353984,CC(=O)N1c2ccc(-c3ccccc3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,794.33,nM,6.1
CHEMBL3353985,CC(=O)N1c2ccc(-c3ccc(C#N)cc3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,630.96,nM,6.2
CHEMBL3353986,COC(=O)c1ccc(-c2ccc3c(c2)[C@H](Nc2ccccc2)C[C@H](C)N3C(C)=O)cc1,1258.93,nM,5.9
CHEMBL3352833,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,501.19,nM,6.3
CHEMBL3353987,CC(=O)N1c2ccc(-c3ccc(C(F)(F)F)cc3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,1000.0,nM,6.0
CHEMBL3353988,COc1ccc(-c2ccc3c(c2)[C@H](Nc2ccccc2)C[C@H](C)N3C(C)=O)cc1,630.96,nM,6.2
CHEMBL3353989,CC(=O)N1c2ccc(-c3ccc(CO)cc3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,501.19,nM,6.3
CHEMBL3353990,CC(=O)N1c2ccc(-c3ccc(CN4CCOCC4)cc3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,501.19,nM,6.3
CHEMBL3353991,CC(=O)N1c2ccc(-c3cccc(CN4CCCCC4)c3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,794.33,nM,6.1
CHEMBL3353993,CC(=O)N1c2ccc(-c3ccc(CN4CCCCC4)cc3)cc2[C@H](NC=O)C[C@@H]1C,6309.57,nM,5.2
CHEMBL3353992,CC(=O)N1c2ccc(-c3ccc(CN4CCCCC4)cc3)cc2[C@H](Nc2ccccc2)C[C@@H]1C,398.11,nM,6.4
CHEMBL3353996,COC(=O)c1ccc(-c2ccc3c(c2)[C@H](Nc2ccc(C(C)(C)C)cc2)C[C@H](C)N3C(C)=O)cc1,630.96,nM,6.2
CHEMBL3353997,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(S(C)(=O)=O)cc2)C[C@@H]1C,316.23,nM,6.5
CHEMBL3353998,COC(=O)c1ccc(-c2ccc3c(c2)[C@H](Nc2ccc(S(C)(=O)=O)cc2)C[C@H](C)N3C(C)=O)cc1,630.96,nM,6.2
CHEMBL3353999,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(C)cc2)C[C@@H]1C,630.96,nM,6.2
CHEMBL2177300,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,501.19,nM,6.3
CHEMBL3354000,COC(=O)c1ccc(-c2ccc3c(c2)[C@H](Nc2ccc(F)cc2)C[C@H](C)N3C(C)=O)cc1,794.33,nM,6.1
CHEMBL3354001,CC(=O)N1c2ccc(-c3ccc(C#N)cc3)cc2[C@H](Nc2cccc(F)c2)C[C@@H]1C,1000.0,nM,6.0
CHEMBL3354002,COc1cccc(N[C@@H]2C[C@H](C)N(C(C)=O)c3ccc(-c4ccc(C#N)cc4)cc32)c1,1000.0,nM,6.0
CHEMBL3354003,COc1cccc(N[C@@H]2C[C@H](C)N(C(C)=O)c3ccc(-c4ccc(C(=O)O)cc4)cc32)c1,501.19,nM,6.3
CHEMBL3354004,COc1ccccc1N[C@@H]1C[C@H](C)N(C(C)=O)c2ccc(-c3ccc(C(=O)O)cc3)cc21,630.96,nM,6.2
CHEMBL3354005,CC(=O)N1c2ccc(-c3ccc(CN4CCCCC4)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,1000.0,nM,6.0
CHEMBL3354006,CC(=O)N1c2ccc(-c3cccc(C(=O)O)c3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,794.33,nM,6.1
CHEMBL3354007,COC(=O)c1cccc(-c2ccc3c(c2)[C@H](Nc2ccc(Cl)cc2)C[C@H](C)N3C(C)=O)c1,1000.0,nM,6.0
CHEMBL3354008,CC(=O)N1c2ccc(-c3ccc(C(N)=O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,501.19,nM,6.3
CHEMBL3354009,CC(=O)N1c2ccc(-c3ccccc3C)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,3981.07,nM,5.4
CHEMBL3354010,COc1ccc(-c2ccc3c(c2)[C@H](Nc2ccccc2)CCN3C(C)=O)cc1,2511.89,nM,5.6
CHEMBL3353995,CC(=O)N1c2ccc(-c3ccc(CN4CCCCC4)cc3)cc2[C@@H](Nc2ccccc2)C[C@H]1C,25118.86,nM,4.6
CHEMBL1487662,Cn1c(=O)n(C)c2cc(C(N)=O)ccc21,79432.82,nM,4.1
CHEMBL3356139,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCCC1)[nH]c(=O)n2C,1584.89,nM,5.8
CHEMBL1444120,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c(C)c1,2511.89,nM,5.6
CHEMBL1535485,COc1cccc(C(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c1,15848.93,nM,4.8
CHEMBL1522313,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCCC1)n(C)c(=O)n2C,3162.28,nM,5.5
CHEMBL3356570,COc1cc(-c2c(C)noc2C)ccc1-c1nc2cnccn2c1NC(C)C,474.0,nM,6.32
CHEMBL3356569,COc1cc(-c2c(C)noc2C)ccc1-c1nc2cnccn2c1NC(C)(C)C,562.0,nM,6.25
CHEMBL3356568,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2NC(C)(C)C)cc1F,13000.0,nM,4.89
CHEMBL3356567,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2NC(C)(C)C)nc1,12900.0,nM,4.89
CHEMBL3356566,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2NC(C)(C)C)cn1,51900.0,nM,4.29
CHEMBL3356565,CCCCNc1c(-c2ccc(-c3c(C)noc3C)cc2)nc2cnccn12,1660.0,nM,5.78
CHEMBL3356564,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2NC(C)C)cc1,807.0,nM,6.09
CHEMBL3356563,Cc1noc(C)c1-c1ccc(-c2nc3ccc(C(=O)O)cn3c2NC(C)(C)C)cc1,968.0,nM,6.01
CHEMBL3356562,COC(=O)c1ccc2nc(-c3ccc(-c4c(C)noc4C)cc3)c(NC(C)(C)C)n2c1,1620.0,nM,5.79
CHEMBL3356561,Cc1noc(C)c1-c1ccc(-c2nc3c(C(F)(F)F)cccn3c2NC(C)(C)C)cc1,11900.0,nM,4.92
CHEMBL3352858,Cc1ccc2nc(-c3ccc(-c4c(C)noc4C)cc3)c(NC(C)(C)C)n2c1,3170.0,nM,5.5
CHEMBL3356560,Cc1noc(C)c1-c1ccc(-c2nc3ccc(Cl)cn3c2NC(C)(C)C)cc1,1170.0,nM,5.93
CHEMBL3356559,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2NC(C)(C)C)cc1,637.0,nM,6.2
CHEMBL3356558,Cc1noc(C)c1-c1ccc(-c2nc3ncccn3c2NC(C)(C)C)cc1,860.0,nM,6.07
CHEMBL3356557,Cc1noc(C)c1-c1ccc(-c2nc3ccncn3c2NC(C)(C)C)cc1,20700.0,nM,4.68
CHEMBL3356556,Cc1noc(C)c1-c1ccc(-c2nc3ccccn3c2NC(C)(C)C)cc1,479.0,nM,6.32
CHEMBL3356555,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2NCC(=O)OC(C)(C)C)cc1,4960.0,nM,5.3
CHEMBL3356554,CCOC(=O)CNc1c(-c2ccc(-c3c(C)noc3C)cc2)nc2cnccn12,4530.0,nM,5.34
CHEMBL3356552,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2N[C@@H](C)c2ccccc2)cc1,2860.0,nM,5.54
CHEMBL3356551,COc1ccc(Nc2c(-c3ccc(-c4c(C)noc4C)cc3)nn3ccncc23)cc1,7860.0,nM,5.11
CHEMBL3356550,COc1ccc(Nc2c(-c3ccc(-c4c(C)noc4C)cc3)nc3cc(OC)ncn23)cc1,2890.0,nM,5.54
CHEMBL3356549,COc1ccc(Nc2c(-c3ccc(-c4c(C)noc4C)cc3)nc3ccc(Cl)cn23)cc1,31500.0,nM,4.5
CHEMBL3356548,COc1ccc(Nc2c(-c3ccc(-c4c(C)noc4C)cc3)nc3ccccn23)cc1,2760.0,nM,5.56
CHEMBL3356547,Cc1noc(C)c1-c1ccc(-c2nc3ccccn3c2NC2CCCCC2)cc1,904.0,nM,6.04
CHEMBL3356546,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2NCc2ccccc2)cc1,18800.0,nM,4.73
CHEMBL3356545,Cc1noc(C)c1-c1ccc(-c2nc3ccc(Cl)cn3c2NCc2ccccc2)cc1,11800.0,nM,4.93
CHEMBL3356543,Cc1noc(C)c1-c1ccc(-c2nc3ccccn3c2N)cc1,3890.0,nM,5.41
CHEMBL3356542,COc1ccc(-c2cc(-c3ccc(-c4c(C)noc4C)cc3)nc(-c3ccccc3)n2)cc1,69900.0,nM,4.16
CHEMBL3356541,Cc1noc(C)c1-c1cccc(C2Nc3ccccc3NC3=C2C(=O)OC3)c1,2050.0,nM,5.69
CHEMBL3356137,CCCCN1C(=O)c2ccccc2NC(=O)C1c1ccc(-c2c(C)noc2C)c(OC)c1,13000.0,nM,4.89
CHEMBL3356135,Cc1noc(C)c1-c1ccc(-c2nc3ccccn3c2NCc2ccccc2)cc1,11000.0,nM,4.96
CHEMBL3356134,CCOC(=O)C(C)N(Cc1ccc(-c2c(C)noc2C)cc1)C(=O)c1ccc(OC)cc1,16300.0,nM,4.79
CHEMBL3356133,CC(=O)c1ccc(-c2c(C)noc2C)cc1,1810.0,nM,5.74
CHEMBL3356132,Cc1noc(C)c1-c1ccc(C=O)cc1,1700.0,nM,5.77
CHEMBL3356131,Cc1noc(C)c1-c1cccc(C=O)c1,10100.0,nM,5.0
CHEMBL2393130,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,645.0,nM,6.19
CHEMBL525721,O=C(Nc1ncnc2nc[nH]c12)c1ccccc1,34200.0,nM,4.47
CHEMBL3398340,CN(C)c1ccccc1C(=O)Nc1ncnc2[nH]cnc12,5600.0,nM,5.25
CHEMBL3398339,COc1ccccc1C(=O)Nc1ncnc2[nH]cnc12,16000.0,nM,4.8
CHEMBL3398338,CCCOc1ccccc1C(=O)Nc1ncnc2[nH]cnc12,20000.0,nM,4.7
CHEMBL3398337,CSc1ccccc1C(=O)Nc1ncnc2[nH]cnc12,29700.0,nM,4.53
CHEMBL3398334,COc1cccc(C(=O)Nc2ncnc3[nH]cnc23)c1,63000.0,nM,4.2
CHEMBL3398332,COc1ccc(C(=O)Nc2ncnc3[nH]cnc23)cc1,34500.0,nM,4.46
CHEMBL3398330,COc1cccc(C(=O)Nc2ncnc3[nH]cnc23)c1OC,78600.0,nM,4.11
CHEMBL3398328,COc1ccc(OC)c(C(=O)Nc2ncnc3[nH]cnc23)c1,7200.0,nM,5.14
CHEMBL3398326,COc1ccc(C(=O)Nc2ncnc3[nH]cnc23)cc1OC,7800.0,nM,5.11
CHEMBL3398325,COc1cc(OC)cc(C(=O)Nc2ncnc3[nH]cnc23)c1,17900.0,nM,4.75
CHEMBL3398341,COc1cc(OC)c(C(=O)Nc2ncnc3[nH]cnc23)cc1OC,427.0,nM,6.37
CHEMBL3410009,CNc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1C,250.0,nM,6.6
CHEMBL3410008,Cc1c(NC(=O)c2cccs2)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,790.0,nM,6.1
CHEMBL3410007,O=C(Nc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1)c1cccs1,100.0,nM,7.0
CHEMBL3410006,CCCC(=O)Nc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1C,930.0,nM,6.03
CHEMBL3410005,CCCC(=O)Nc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1,170.0,nM,6.77
CHEMBL3410004,Cc1c(NC(=O)C2CC2)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,220.0,nM,6.66
CHEMBL3410003,O=C(Nc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1)C1CC1,60.0,nM,7.22
CHEMBL3410002,Cc1c(N)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,140.0,nM,6.85
CHEMBL3410001,Nc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1,460.0,nM,6.34
CHEMBL3409982,O=c1[nH]c(-c2cccc(S(=O)(=O)NC3CCCC3)c2)cs1,1400.0,nM,5.85
CHEMBL3409983,O=c1[nH]c(-c2cccc(S(=O)(=O)NC3CC3)c2)cs1,2260.0,nM,5.65
CHEMBL3409984,O=c1[nH]c(-c2cccc(S(=O)(=O)NC3CCCCC3)c2)cs1,2060.0,nM,5.69
CHEMBL3409986,Nc1ccc(NS(=O)(=O)c2cccc(-c3csc(=O)[nH]3)c2)cc1,8330.0,nM,5.08
CHEMBL3409987,O=c1[nH]c(-c2cccc(S(=O)(=O)Nc3ccon3)c2)cs1,7340.0,nM,5.13
CHEMBL3409990,O=c1[nH]c(-c2cccc(S(=O)(=O)NCC3CCCO3)c2)cs1,9310.0,nM,5.03
CHEMBL3409991,O=c1[nH]c(-c2cccc(S(=O)(=O)NC3CCOC3)c2)cs1,5820.0,nM,5.24
CHEMBL3409992,Cc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,220.0,nM,6.66
CHEMBL3409993,COc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,760.0,nM,6.12
CHEMBL3409994,O=c1[nH]c(-c2ccc(Cl)c(S(=O)(=O)NC3CCCC3)c2)cs1,250.0,nM,6.6
CHEMBL3409995,O=c1[nH]c(-c2ccc(F)c(S(=O)(=O)NC3CCCC3)c2)cs1,500.0,nM,6.3
CHEMBL3409996,Nc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,120.0,nM,6.92
CHEMBL3409997,COCC(=O)Nc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,400.0,nM,6.4
CHEMBL3409998,O=C(Nc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1)C1CC1,800.0,nM,6.1
CHEMBL3409999,O=c1[nH]c(-c2cc(Br)cc(S(=O)(=O)NC3CCCC3)c2)cs1,300.0,nM,6.52
CHEMBL3410000,Cc1c(Br)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,60.0,nM,7.22
CHEMBL3581658,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)nn(C)c3C)c12,481.0,nM,6.32
CHEMBL3581657,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3cn[nH]c3)c12,658.0,nM,6.18
CHEMBL3581656,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)n[nH]c3C)c12,324.0,nM,6.49
CHEMBL3581655,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)noc3C)c12,221.0,nM,6.66
CHEMBL3581654,COc1cc2c(cc1-c1c(C)nn(C)c1C)[nH]c1ccnc(Cl)c12,6175.0,nM,5.21
CHEMBL3581653,COc1cc2c(cc1-c1c(C)n[nH]c1C)[nH]c1ccnc(Cl)c12,2580.0,nM,5.59
CHEMBL3581652,CCc1noc(CC)c1-c1cc2[nH]c3ccnc(Cl)c3c2cc1OC,73970.0,nM,4.13
CHEMBL3581651,CCc1onc(C)c1-c1cc2[nH]c3ccnc(Cl)c3c2cc1OC,13826.0,nM,4.86
CHEMBL3581650,CCc1noc(C)c1-c1cc2[nH]c3ccnc(Cl)c3c2cc1OC,1817.0,nM,5.74
CHEMBL3581649,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(Cl)c12,579.0,nM,6.24
CHEMBL3581648,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccncc12,2691.0,nM,5.57
CHEMBL3581659,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)nn(-c4ccccc4)c3C)c12,301.0,nM,6.52
CHEMBL3581660,CCc1n[nH]c(CC)c1-c1nccc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,131.0,nM,6.88
CHEMBL3581661,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C4CC4)n[nH]c3C)c12,75.5,nM,7.12
CHEMBL3581662,CCc1[nH]nc(-c2ccccc2)c1-c1nccc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,80.6,nM,7.09
CHEMBL3581647,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,25.5,nM,7.59
CHEMBL3586689,Cc1cc2cccc(NCCN(C)C)c2[nH]c1=O,25118.86,nM,4.6
CHEMBL3586691,Cc1cc2cccc(NCCO)c2[nH]c1=O,39810.72,nM,4.4
CHEMBL3586692,Cc1cc2cccc(NCCCO)c2[nH]c1=O,5011.87,nM,5.3
CHEMBL3586693,Cc1cc2cccc(NCc3ncc[nH]3)c2[nH]c1=O,50118.72,nM,4.3
CHEMBL3586697,Cc1cc2cccc(NCCCN(C)C)c2[nH]c1=O,10000.0,nM,5.0
CHEMBL3586698,Cc1cc2ccnc(NCCCN(C)C)c2[nH]c1=O,19952.62,nM,4.7
CHEMBL3586699,Cc1cc2cccc(NC3CCNCC3)c2[nH]c1=O,6309.57,nM,5.2
CHEMBL3586700,Cc1cc2ccnc(NC3CCNCC3)c2[nH]c1=O,3981.07,nM,5.4
CHEMBL3586701,Cc1cc2cccc(N[C@@H]3CCNC3)c2[nH]c1=O,6309.57,nM,5.2
CHEMBL3586702,Cc1cc2ccnc(N[C@@H]3CCNC3)c2[nH]c1=O,15848.93,nM,4.8
CHEMBL3586703,Cc1cc2cccc(N[C@H]3CCNC3)c2[nH]c1=O,10000.0,nM,5.0
CHEMBL3586704,Cc1cc2ccnc(N[C@H]3CCNC3)c2[nH]c1=O,39810.72,nM,4.4
CHEMBL3586705,Cc1cc2ccnc(NCCC3CCNCC3)c2[nH]c1=O,12589.25,nM,4.9
CHEMBL3586706,Cc1cc2ccnc(NCCC3CCCNC3)c2[nH]c1=O,25118.86,nM,4.6
CHEMBL3586707,Cc1cc2ccnc(NCC3CCNCC3)c2[nH]c1=O,25118.86,nM,4.6
CHEMBL3586708,Cc1cc2ccnc(NCC(C)(C)CN(C)C)c2[nH]c1=O,158489.32,nM,3.8
CHEMBL3586709,Cc1cc2ccnc(N[C@@H]3CCCNC3)c2[nH]c1=O,15848.93,nM,4.8
CHEMBL3586710,Cc1cc2ccnc(N[C@H]3CCC[C@H](N)C3)c2[nH]c1=O,12589.25,nM,4.9
CHEMBL3586711,Cc1cc2ccnc(NC[C@H]3CCNC3)c2[nH]c1=O,12589.25,nM,4.9
CHEMBL3586712,Cc1cc2ccnc(NCC3CCCNC3)c2[nH]c1=O,6309.57,nM,5.2
CHEMBL3586713,Cc1cc2ccnc(NC3CCN(C)CC3)c2[nH]c1=O,3162.28,nM,5.5
CHEMBL3586714,Cc1cc2ccnc(NC3CCN(C4CC4)CC3)c2[nH]c1=O,5011.87,nM,5.3
CHEMBL3586715,COCCN1CCC(Nc2nccc3cc(C)c(=O)[nH]c23)CC1,7943.28,nM,5.1
CHEMBL3586716,COCCCN1CCC(Nc2nccc3cc(C)c(=O)[nH]c23)CC1,3981.07,nM,5.4
CHEMBL3586717,Cc1cc2ccnc(N[C@H]3C[C@H]4CC[C@@H](C3)N4C)c2[nH]c1=O,3162.28,nM,5.5
CHEMBL3586718,Cc1cc2ccnc(N[C@@H]3C[C@H]4CC[C@@H](C3)N4C)c2[nH]c1=O,3981.07,nM,5.4
CHEMBL3586719,Cc1cc2c(-c3ccccc3)cnc(NC3CCNCC3)c2[nH]c1=O,794.33,nM,6.1
CHEMBL3586720,CC(=O)N1CCc2cc(-c3cnc(NC4CCNCC4)c4[nH]c(=O)c(C)cc34)ccc21,1000.0,nM,6.0
CHEMBL3586721,Cc1cc2c(-c3cccc(O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,630.96,nM,6.2
CHEMBL3586722,Cc1cc2c(-c3cccc4[nH]ncc34)cnc(NC3CCNCC3)c2[nH]c1=O,125.89,nM,6.9
CHEMBL3586723,Cc1cc2c(-c3cccnc3)cnc(NC3CCNCC3)c2[nH]c1=O,1995.26,nM,5.7
CHEMBL3586724,Cc1cc2c(-c3cn[nH]c3)cnc(NC3CCNCC3)c2[nH]c1=O,794.33,nM,6.1
CHEMBL3586725,Cc1cc2c(-c3ccncc3)cnc(NC3CCNCC3)c2[nH]c1=O,3162.28,nM,5.5
CHEMBL3586726,Cc1cc2c(-c3ccccn3)cnc(NC3CCNCC3)c2[nH]c1=O,5011.87,nM,5.3
CHEMBL3585449,Cc1cc2c(-c3cc[nH]n3)cnc(NC3CCNCC3)c2[nH]c1=O,1258.93,nM,5.9
CHEMBL3585450,Cc1ncccc1-c1cnc(NC2CCNCC2)c2[nH]c(=O)c(C)cc12,6309.57,nM,5.2
CHEMBL3585451,Cc1ccc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)cn1,1000.0,nM,6.0
CHEMBL3585452,Cc1cncc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)c1,2511.89,nM,5.6
CHEMBL3585453,Cc1ccncc1-c1cnc(NC2CCNCC2)c2[nH]c(=O)c(C)cc12,3162.28,nM,5.5
CHEMBL3585454,COc1ccc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)cn1,1258.93,nM,5.9
CHEMBL3585455,COc1cncc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)c1,1258.93,nM,5.9
CHEMBL3585456,Cc1cc2c(-c3cncc(Cl)c3)cnc(NC3CCNCC3)c2[nH]c1=O,6309.57,nM,5.2
CHEMBL3585457,Cc1cc2c(-c3cncc(C(N)=O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,3981.07,nM,5.4
CHEMBL3585458,Cc1cncc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)c1C,7943.28,nM,5.1
CHEMBL3585459,Cc1cc2c(-c3cncc(N)c3)cnc(NC3CCNCC3)c2[nH]c1=O,1995.26,nM,5.7
CHEMBL3585460,Cc1cc2c(-c3cncc(NS(C)(=O)=O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,794.33,nM,6.1
CHEMBL3585461,Cc1cc2c(-c3cncc(COC(N)=O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,1258.93,nM,5.9
CHEMBL3585462,Cc1cc2c(-c3cncnc3)cnc(NC3CCNCC3)c2[nH]c1=O,15848.93,nM,4.8
CHEMBL3586688,Cc1cc2ccccc2[nH]c1=O,39810.72,nM,4.4
CHEMBL3590399,CO[C@@H]1CNCC[C@H]1Nc1nccc2cc(C)c(=O)[nH]c12,6309.57,nM,5.2
CHEMBL3590400,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OC(C)C)c2[nH]c1=O,25118.86,nM,4.6
CHEMBL3590401,CCCO[C@@H]1CNCC[C@H]1Nc1nccc2cc(C)c(=O)[nH]c12,6309.57,nM,5.2
CHEMBL3590402,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC(C)C)c2[nH]c1=O,6309.57,nM,5.2
CHEMBL3590388,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c2[nH]c1=O,5011.87,nM,5.3
CHEMBL3590403,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCCC3)c2[nH]c1=O,10000.0,nM,5.0
CHEMBL3590404,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCCCCC3)c2[nH]c1=O,5011.87,nM,5.3
CHEMBL3590387,Cc1cc2ccnc(N[C@H]3CCNC[C@@H]3OCC3CCCCC3)c2[nH]c1=O,12589.25,nM,4.9
CHEMBL3590389,Cc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c3[nH]c(=O)c(C)cc23)c1,1584.89,nM,5.8
CHEMBL3590390,Cc1cncc(-c2cnc(N[C@H]3CCNC[C@@H]3OCC3CCCCC3)c3[nH]c(=O)c(C)cc23)c1,12589.25,nM,4.9
CHEMBL3590391,Cc1cc2c(-c3cncc(N)c3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c2[nH]c1=O,630.96,nM,6.2
