molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value
CHEMBL5574400,Cc1cc(OCc2ccc(F)cc2)c2c(C)c(C)c(=O)oc2c1,2948.0,nM,5.53
CHEMBL5568953,CCNC(=O)COc1cc(=O)n(C)cc1-c1cc(C(C)(C)O)ccc1Oc1c(C)cccc1C,2493.0,nM,5.6
CHEMBL5570255,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1OCC(=O)NC1CC1,3547.0,nM,5.45
CHEMBL5566443,Cc1cccc(C)c1Oc1ncccc1-c1cn(C)c(=O)cc1OCC(=O)NC1CC1,24451.0,nM,4.61
CHEMBL5583743,Cn1cc(-c2cc(C(C)(C)O)ccc2Oc2ccc(F)cc2F)c(OCC(=O)NC2CC2)cc1=O,60.0,nM,7.22
CHEMBL5594243,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1OCC(=O)NC1CCCC1,8173.0,nM,5.09
CHEMBL5592144,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1OCC(=O)N1CCOCC1,4965.0,nM,5.3
CHEMBL5562685,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1OCC(=O)N[C@H]1CC[C@H](O)CC1,13245.0,nM,4.88
CHEMBL5570571,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1OCC(=O)Nc1ccccc1,3853.0,nM,5.41
CHEMBL5569837,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1SCC(=O)NC1CC1,1086.0,nM,5.96
CHEMBL5566198,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)NC1CC1,2759.0,nM,5.56
CHEMBL5569499,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)NC1CC1,4014.0,nM,5.4
CHEMBL5562706,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)N[C@H]1CC[C@H](O)CC1,4937.0,nM,5.31
CHEMBL5572023,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)N1CCOCC1,7492.0,nM,5.12
CHEMBL5593839,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCCC(=O)N1CCOCC1,4916.0,nM,5.31
CHEMBL5568960,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)N1CC2(COC2)C1,2609.0,nM,5.58
CHEMBL5568810,CCS(=O)(=O)N1CCC(NC(=O)CNc2cc(=O)n(C)cc2-c2cc(C(C)(C)O)ccc2Oc2c(C)cc(F)cc2C)CC1,5296.0,nM,5.28
CHEMBL5573829,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)NC1CCNCC1,786.0,nM,6.11
CHEMBL5567469,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)N[C@H]1CC[C@H](N)CC1,2436.0,nM,5.61
CHEMBL5574230,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)N1CCC(N)CC1,1456.0,nM,5.84
CHEMBL5566025,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)N1CC[C@H](O)C1,2743.0,nM,5.56
CHEMBL5568743,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)N1CC[C@@H](O)C1,1933.0,nM,5.71
CHEMBL5563490,Cc1cccc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NCC(=O)N1CCC(C)(N)CC1,1933.0,nM,5.71
CHEMBL5583579,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)cc1NC(=O)N1CCOCC1,337.0,nM,6.47
CHEMBL3104250,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O,77.0,nM,7.11
CHEMBL5571509,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(C(=O)Nc3ccccc3[N+](=O)[O-])cc1)c1nnc(C)n1-2,720.0,nM,6.14
CHEMBL5575574,COc1ccc2c(c1)nc(NCCCCNC(=O)CC(C)C)c1nnc(C)n12,17.0,nM,7.77
CHEMBL5569934,COc1ccccc1S(=O)(=O)Nc1cc2c(c(-c3ccccc3)c1)NC(=O)C2=C(C)C,355.0,nM,6.45
CHEMBL5575962,COc1ccccc1S(=O)(=O)Nc1cc2c(c(-c3cnn(C)c3)c1)NC(=O)C2=C(C)C,45.0,nM,7.35
CHEMBL5573917,COc1ccccc1S(=O)(=O)Nc1cc2c(c(-c3cccnc3)c1)NC(=O)C2=C(C)C,155.0,nM,6.81
CHEMBL5590911,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1cnn(C)c1)NC(=O)C2=C(C)C,81.0,nM,7.09
CHEMBL5595689,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1ccccc1)NC(=O)C2=C(C)C,92.0,nM,7.04
CHEMBL5592502,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1cccnc1)NC(=O)C2=C(C)C,87.0,nM,7.06
CHEMBL5567147,CC(C)=C1C(=O)Nc2cc(-c3cnn(C)c3)c(NS(=O)(=O)c3ccccc3Br)cc21,171.0,nM,6.77
CHEMBL5574655,CC(C)=C1C(=O)Nc2cc(-c3cnn(C)c3)c(NS(=O)(=O)c3ccccc3F)cc21,156.0,nM,6.81
CHEMBL5594138,COc1ccc(Br)cc1S(=O)(=O)Nc1cc2c(cc1-c1cnn(C)c1)NC(=O)C2=C(C)C,61.0,nM,7.21
CHEMBL5571036,CC(C)=C1C(=O)Nc2cc(-c3cnn(C)c3)c(NS(=O)(=O)C3CCCCC3)cc21,173.0,nM,6.76
CHEMBL5594966,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1cn[nH]c1)NC(=O)C2=C(C)C,45.0,nM,7.35
CHEMBL5565494,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1cnn(C(C)C)c1)NC(=O)C2=C(C)C,123.0,nM,6.91
CHEMBL5569805,CCOC(C)n1cc(-c2cc3c(cc2NS(=O)(=O)c2ccccc2OC)C(=C(C)C)C(=O)N3)cn1,157.0,nM,6.8
CHEMBL5575697,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1cnn(Cc3ccccc3)c1)NC(=O)C2=C(C)C,222.0,nM,6.65
CHEMBL5579668,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1cn(C)nc1C)NC(=O)C2=C(C)C,44.0,nM,7.36
CHEMBL5563394,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1c(C)nn(C)c1C)NC(=O)C2=C(C)C,166.0,nM,6.78
CHEMBL5573190,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1ccnn1C)NC(=O)C2=C(C)C,44.0,nM,7.36
CHEMBL5564782,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1ccoc1)NC(=O)C2=C(C)C,113.0,nM,6.95
CHEMBL5590605,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1ccco1)NC(=O)C2=C(C)C,148.0,nM,6.83
CHEMBL5569580,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1ccc(C)o1)NC(=O)C2=C(C)C,248.0,nM,6.61
CHEMBL5573854,COc1cccc(-c2cc3c(cc2NS(=O)(=O)c2ccccc2OC)C(=C(C)C)C(=O)N3)c1,131.0,nM,6.88
CHEMBL5562710,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1cncnc1)NC(=O)C2=C(C)C,89.0,nM,7.05
CHEMBL5570696,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1-c1cnc(N)nc1)NC(=O)C2=C(C)C,38.0,nM,7.42
CHEMBL5569115,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1N1CCN(C)CC1)NC(=O)C2=C(C)C,41.0,nM,7.39
CHEMBL5565969,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1N1CCOCC1)NC(=O)C2=C(C)C,31.0,nM,7.51
CHEMBL5575287,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1NC(=O)C1CC1)NC(=O)C2=C(C)C,88.0,nM,7.06
CHEMBL5595552,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1NC(=O)N1CCN(C)CC1)NC(=O)C2=C(C)C,61.0,nM,7.21
CHEMBL5594788,COc1ccccc1S(=O)(=O)Nc1cc2c(cc1NC(=O)N1CCOCC1)NC(=O)C2=C(C)C,155.0,nM,6.81
CHEMBL5596020,CC(=O)Nc1cc(-c2cn(C)c(=O)c3cc(CN4CCN(S(C)(=O)=O)C[C@H]4C)oc23)ccn1,63.0,nM,7.2
CHEMBL5590913,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3cccc(CS(C)(=O)=O)c3)c2o1,15.0,nM,7.82
CHEMBL5583993,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3cccc(NS(C)(=O)=O)c3)c2o1,27.0,nM,7.57
CHEMBL5590067,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3ccccc3OCC3CC3)c2o1,12.0,nM,7.92
CHEMBL5590267,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3cc(NS(C)(=O)=O)ccc3OCC3CC3)c2o1,11.0,nM,7.96
CHEMBL5591911,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3nccnc3OCC3CC3)c2o1,18.0,nM,7.75
CHEMBL5590578,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3ccn(C)n3)c2o1,180.0,nM,6.75
CHEMBL5594256,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3nc(Cl)cn3CC3CCOCC3)c2o1,53.0,nM,7.28
CHEMBL5590506,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3nc(Cl)c(Cl)n3CC3CCOCC3)c2o1,150.0,nM,6.82
CHEMBL5593005,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3cc(Cl)nn3CC3CCOCC3)c2o1,180.0,nM,6.75
CHEMBL5591546,C[C@@H]1CN(S(C)(=O)=O)CCN1Cc1cc2c(=O)n(C)cc(-c3ccccc3OCC3CC3)c2[nH]1,150.0,nM,6.82
CHEMBL5589915,Cn1cc(-c2ccccc2OCC2CC2)c2nn(CC3CCN(S(C)(=O)=O)CC3)cc2c1=O,140.0,nM,6.85
CHEMBL5593182,Cn1cc(-c2nccnc2OCC2CC2)c2nn(CC3CCN(S(C)(=O)=O)CC3)cc2c1=O,98.0,nM,7.01
CHEMBL5591177,Cn1cc(-c2nc(Cl)cn2CC2CCOCC2)c2nn(CC3CCN(S(C)(=O)=O)CC3)cc2c1=O,240.0,nM,6.62
CHEMBL5590811,Cn1ccc(-c2cn(C)c(=O)c3cn(CC4CCN(S(C)(=O)=O)CC4)nc23)n1,1600.0,nM,5.8
CHEMBL5584185,Cn1ccc(-c2cn(C)c(=O)c3cn(C[C@H]4CCN(Cc5ccccc5)C4)nc23)n1,49.0,nM,7.31
CHEMBL5590838,Cn1ccc(-c2cn(C)c(=O)c3cn(CC4CCCCN(C(=O)NC5CCCCC5)C4)nc23)n1,220.0,nM,6.66
CHEMBL5590440,CN1CCN(C(=O)NC2CCCCC2)CC(Cn2cc3c(=O)n(C)cc(-c4ccn(C)n4)c3n2)C1,20.0,nM,7.7
CHEMBL5591882,CN1CCC(C(=O)NC2CCCCC2)CC(Cn2cc3c(=O)n(C)cc(-c4ccn(C)n4)c3n2)C1,21.0,nM,7.68
CHEMBL5594175,CN1CCC(C(=O)N(C)C2CCCCC2)CC(Cn2cc3c(=O)n(C)cc(-c4ccn(C)n4)c3n2)C1,26.0,nM,7.58
CHEMBL5584084,Cc1csc(-c2cn(C)c(=O)c3cn(CC4CC(C(=O)NC5CCCCC5)CCN(C)C4)nc23)n1,21.0,nM,7.68
CHEMBL5620303,CC1=C(C)C2C(c3ccc(Cl)cc3)=N[C@@H](CC(=O)Nc3ccc(C(=O)NO)cc3)c3nnc(C)n3C2S1,11.0,nM,7.96
CHEMBL4785363,CO[C@H]1CC[C@H](n2c([C@@H]3CCCC(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,3670.0,nM,5.43
CHEMBL5618840,[2H]C([2H])([2H])O[C@H]1CC[C@H](n2c([C@@H]3C[C@H](F)C(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,4210.0,nM,5.38
CHEMBL5619310,CO[C@H]1CC[C@H](n2c([C@@H]3C[C@H](F)C(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,184.7,nM,6.73
CHEMBL5619431,CO[C@H]1CC[C@H](n2c([C@@H]3C[C@@H](F)C(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,246.1,nM,6.61
CHEMBL5619659,CO[C@H]1CC[C@H](n2c([C@@H]3C[C@H](F)C(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)nnn4C)ccc32)CC1,149.8,nM,6.82
CHEMBL5619618,CO[C@H]1CC[C@H](n2c([C@@H]3C[C@H](F)C(=O)N3c3ccc(F)c(Cl)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,389.3,nM,6.41
CHEMBL5618145,COc1ccc(N2C(=O)[C@@H](F)C[C@H]2c2nc3cc(-c4c(C)noc4C)ccc3n2[C@H]2CC[C@H](OC)CC2)cc1F,226.9,nM,6.64
CHEMBL5619119,COc1ccc(N2C(=O)[C@@H](F)C[C@H]2c2nc3cc(-c4c(C)noc4C)ccc3n2[C@H]2CC[C@H](OC)CC2)cc1Cl,413.2,nM,6.38
CHEMBL5618181,COc1ncc(N2C(=O)[C@@H](F)C[C@H]2c2nc3cc(-c4c(C)noc4C)ccc3n2[C@H]2CC[C@H](OC)CC2)cc1Cl,239.9,nM,6.62
CHEMBL5618294,COc1cc(N2C(=O)[C@@H](F)C[C@H]2c2nc3cc(-c4c(C)noc4C)ccc3n2[C@H]2CC[C@H](OC)CC2)cc(F)c1F,357.1,nM,6.45
CHEMBL5618213,Cc1noc(C)c1-c1ccc2c(c1)nc([C@@H]1C[C@H](F)C(=O)N1c1ccc(F)c(F)c1)n2C1CCOCC1,1862.0,nM,5.73
CHEMBL5618426,Cc1noc(C)c1-c1ccc2c(c1)nc([C@@H]1C[C@H](F)C(=O)N1c1ccc(F)c(F)c1)n2[C@H]1CC[C@H](O)CC1,198.0,nM,6.7
CHEMBL5619009,CCO[C@H]1CC[C@H](n2c([C@@H]3C[C@H](F)C(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,203.7,nM,6.69
CHEMBL5715244,Cc1nnn(C)c1-c1cnc2c3c4cnn(C)c4ccc3n([C@H](c3ccccc3)C3CCOCC3)c2c1,1.0,nM,9.0
CHEMBL5430440,Cc1nnn(C)c1-c1cnc2c3cc4cnn(C)c4cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1,2.7,nM,8.57
CHEMBL2326953,COC(=O)c1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,811.0,nM,6.09
CHEMBL5874820,O=C(NO)c1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,193.0,nM,6.71
CHEMBL2326959,O=C(Nc1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1)c1ccncc1,326.0,nM,6.49
CHEMBL2326952,CCOC(=O)c1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,277.0,nM,6.56
CHEMBL5835529,O=C(Nc1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,255.0,nM,6.59
CHEMBL2326956,O=C(O)c1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,1094.0,nM,5.96
CHEMBL6038681,CC(C)(C)c1cc(NC(=O)Nc2cccc(-c3csc4c(=O)cc(N5CCOCC5)oc34)c2)no1,2568.0,nM,5.59
CHEMBL5819331,O=c1cc(N2CCSCC2)oc2c(-c3ccc4c(c3)OCCO4)csc12,519.0,nM,6.29
CHEMBL5939351,CCOC(=O)c1ccc(-c2csc3c(=O)cc(N4CCSCC4)oc23)cc1,1012.0,nM,6.0
CHEMBL6051238,O=c1cc(N2CCSCC2)oc2c(Br)csc12,32650.0,nM,4.49
CHEMBL2322239,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)csc12,2169.0,nM,5.66
CHEMBL6032459,O=c1cc(N2CCOCC2)oc2c(C#Cc3ccccc3)csc12,4002.0,nM,5.4
CHEMBL5813050,O=c1cc(N2CCOCC2)oc2c(-c3ccn[nH]3)csc12,2229.0,nM,5.65
CHEMBL5903506,Cn1ncc2ccc(-c3csc4c(=O)cc(N5CCOCC5)oc34)cc21,349.0,nM,6.46
CHEMBL5860818,Cc1n[nH]c2cc(-c3csc4c(=O)cc(N5CCOCC5)oc34)ccc12,231.0,nM,6.64
CHEMBL5893808,Cc1nnc(-c2cccc(-c3csc4c(=O)cc(N5CCOCC5)oc34)c2)o1,5482.0,nM,5.26
CHEMBL5874442,CNC(=O)Nc1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1,558.0,nM,6.25
CHEMBL6035848,CN(C)C(=O)Nc1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1,662.0,nM,6.18
CHEMBL5820697,Cc1cccc(NC(=O)Nc2cccc(-c3csc4c(=O)cc(N5CCOCC5)oc34)c2)c1,646.0,nM,6.19
CHEMBL5933685,O=C(Nc1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1)Nc1cccc(C(F)(F)F)c1,6150.0,nM,5.21
CHEMBL5999570,Cc1ccc(C)c(NC(=O)Nc2cccc(-c3csc4c(=O)cc(N5CCOCC5)oc34)c2)c1,748.0,nM,6.13
CHEMBL2322247,Nc1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1,843.0,nM,6.07
CHEMBL6009220,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ccc2c(n1)N(C)c1ccccc1C(=O)N2C,1368.0,nM,5.86
CHEMBL5882441,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ccc2c(n1)N(C)c1ccccc1C(=O)N2C,2139.0,nM,5.67
CHEMBL5932427,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ccc21,2991.0,nM,5.52
CHEMBL6033164,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3ccccc3)c12,514.0,nM,6.29
CHEMBL6052297,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3cccnc3)c12,873.0,nM,6.06
CHEMBL6043157,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c[nH]c4ccccc34)c12,197.0,nM,6.71
CHEMBL5950287,COc1cc2c(cc1-c1c(C)n[nH]c1C)[nH]c1ccnc(-c3c(C)n[nH]c3C)c12,3666.0,nM,5.44
CHEMBL5893001,CNC1=C(C(=N)C2CC2)C(=O)N(c2cc(C)c(=O)n(C)c2)C1c1ccc(Cl)cc1,28.0,nM,7.55
CHEMBL5936935,CNC1=C(C(=N)C2CC2)C(=O)N(c2cc(C)c(=O)n(C)c2)[C@@H]1c1ccc(Cl)cc1,16.0,nM,7.8
CHEMBL6036332,Cc1cc(N2C(=O)C(C(=N)C3CC3)=C(NCCO)C2c2ccc(Cl)cc2)cn(C)c1=O,43.0,nM,7.37
CHEMBL5921347,COCCNC1=C(C(=N)C2CC2)C(=O)N(c2cc(C)c(=O)n(C)c2)C1c1ccc(Cl)cc1,14.0,nM,7.85
CHEMBL5988228,Cc1cc(N2C(=O)C(C(=N)C3CC3)=C(Nc3ccnn3C)C2c2ccc(Cl)cc2)cn(C)c1=O,96.0,nM,7.02
CHEMBL5762066,Cc1[nH]nc2c1C(=O)N(c1cc(Cl)c(=O)n(C)c1)C2c1ccc(Cl)cc1,120.0,nM,6.92
CHEMBL5924046,COc1ncccc1-n1nc(C)c2c1C(c1ccc(Cl)cc1)N(c1cc(Cl)c(=O)n(C)c1)C2=O,110.0,nM,6.96
CHEMBL5742957,COc1ncccc1-n1nc(C)c2c1[C@@H](c1ccc(Cl)cc1)N(c1cc(Cl)c(=O)n(C)c1)C2=O,41.0,nM,7.39
CHEMBL5773005,COc1ncc(-n2nc(C)c3c2C(c2ccc(Cl)cc2)N(c2cc(Cl)c(=O)n(C)c2)C3=O)cn1,170.0,nM,6.77
CHEMBL6025421,COc1ncc(-n2nc(C)c3c2[C@@H](c2ccc(Cl)cc2)N(c2cc(Cl)c(=O)n(C)c2)C3=O)cn1,210.0,nM,6.68
CHEMBL5876369,Cc1[nH]nc2c1C(=O)N(c1cc(C)c(=O)n(C)c1)C2c1ccc(Cl)cc1,90.0,nM,7.05
CHEMBL6036330,Cc1nn(C)c2c1C(=O)N(c1cc(C)c(=O)n(C)c1)C2c1ccc(Cl)cc1,89.0,nM,7.05
CHEMBL5979540,Cc1nn(C2CC2)c2c1C(=O)N(c1cc(C)c(=O)n(C)c1)C2c1ccc(Cl)cc1,40.0,nM,7.4
CHEMBL6048648,Cc1nn(C(C)C)c2c1C(=O)N(c1cc(C)c(=O)n(C)c1)C2c1ccc(Cl)cc1,67.0,nM,7.17
CHEMBL5770980,COc1ccc(-n2nc(C)c3c2C(c2ccc(Cl)cc2)N(c2cc(C)c(=O)n(C)c2)C3=O)cc1,103.0,nM,6.99
CHEMBL5767510,COc1ncc(-n2nc3c(c2C)C(=O)N(c2cc(C)c(=O)n(C)c2)C3c2ccc(Cl)cc2)c(OC)n1,100.0,nM,7.0
CHEMBL5843617,COc1ncccc1-c1nn(C)c2c1C(=O)N(c1cc(C)c(=O)n(C)c1)C2c1ccc(Cl)cc1,62.5,nM,7.2
CHEMBL5992868,COc1ncccc1-c1nn(C)c2c1C(=O)N(c1cc(C)c(=O)n(C)c1)[C@@H]2c1ccc(Cl)cc1,56.0,nM,7.25
CHEMBL5878569,COc1ncccc1-n1nc(C)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c(=O)n(C)c1)C2=O,86.0,nM,7.07
CHEMBL5781960,COc1ncccc1-n1nc(C)c2c1[C@@H](c1ccc(Cl)cc1)N(c1cc(C)c(=O)n(C)c1)C2=O,56.0,nM,7.25
CHEMBL5847734,CCOc1ncccc1-n1nc(C)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c(=O)n(C)c1)C2=O,79.0,nM,7.1
CHEMBL5872523,CCOc1ncccc1-n1nc(C)c2c1[C@@H](c1ccc(Cl)cc1)N(c1cc(C)c(=O)n(C)c1)C2=O,41.0,nM,7.39
CHEMBL5997229,Cc1nn(-c2cccnc2F)c2c1C(=O)N(c1cc(C)c(=O)n(C)c1)C2c1ccc(Cl)cc1,100.0,nM,7.0
CHEMBL5996901,COc1ccc(-n2nc(C)c3c2C(c2ccc(Cl)cc2)N(c2cc(C)c(=O)n(C)c2)C3=O)cn1,62.0,nM,7.21
CHEMBL5845814,COc1ccc(-n2nc(C)c3c2[C@@H](c2ccc(Cl)cc2)N(c2cc(C)c(=O)n(C)c2)C3=O)cn1,56.0,nM,7.25
CHEMBL6018995,COc1ncc(NC2=C(C(C)=N)C(=O)N(c3cc(C)c(=O)n(C)c3)C2c2ccc(Cl)cc2)cn1,71.0,nM,7.15
CHEMBL5757052,COc1ncc(-n2nc(C)c3c2[C@@H](c2ccc(Cl)cc2)N(c2cc(C)c(=O)n(C)c2)C3=O)cn1,110.0,nM,6.96
CHEMBL5744530,Cc1cc(N2C(=O)c3c(C4CC4)nn(-c4ccnn4C)c3[C@H]2c2ccc(Cl)cc2)cn(C)c1=O,140.0,nM,6.85
CHEMBL5962960,Cc1cc(N2C(=O)c3c(C4CC4)n[nH]c3[C@H]2c2ccc(Cl)cc2)cn(C)c1=O,73.0,nM,7.14
CHEMBL5796763,COc1ncccc1-n1nc2c(c1C)C(=O)N(c1cc(C)c(=O)n(C)c1)[C@@H]2c1ccc(Cl)cc1,91.0,nM,7.04
CHEMBL5815346,Cc1[nH]nc2c1C(=O)N(c1cc(C)c(=O)n(C)c1)[C@@H]2c1ccc(Cl)cc1,37.0,nM,7.43
CHEMBL5950401,Cc1[nH]nc2c1C(=O)N(c1cc(Cl)c(=O)n(C)c1)[C@@H]2c1ccc(Cl)cc1,160.0,nM,6.8
CHEMBL5973606,COCn1cc(C)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c3nnn(C)c3n1)C2=O,12.0,nM,7.92
CHEMBL5885236,Cc1c[nH]c2c1C(=O)N(c1cc(C)c3nnc(C)n3c1)C2c1ccc(Cl)cc1,14.0,nM,7.85
CHEMBL5908802,Cc1cn(C2CN(C)C2)c2c1C(=O)N(c1cc(C)c3nnc(C)n3c1)C2c1ccc(Cl)cc1,24.0,nM,7.62
CHEMBL5975776,Cc1cn(C2COC2)c2c1C(=O)N(c1cc(C)c3nnc(C)n3c1)C2c1ccc(Cl)cc1,17.0,nM,7.77
CHEMBL5920104,CC(=O)N1CC(n2cc(C)c3c2C(c2ccc(Cl)cc2)N(c2cc(C)c4nnc(C)n4c2)C3=O)C1,17.0,nM,7.77
CHEMBL5916397,CCOC(=O)N1CC(n2cc(C)c3c2C(c2ccc(Cl)cc2)N(c2cc(C)c4nnc(C)n4c2)C3=O)C1,18.0,nM,7.75
CHEMBL5978239,CNC(=O)n1cc(C)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c3nnc(C)n3c1)C2=O,24.0,nM,7.62
CHEMBL5767893,Cc1cn(C(=O)N(C)C)c2c1C(=O)N(c1cc(C)c3nnc(C)n3c1)C2c1ccc(Cl)cc1,33.0,nM,7.48
CHEMBL5817927,CCOC(=O)n1cc(C)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c3nnc(C)n3c1)C2=O,38.0,nM,7.42
CHEMBL6021724,COCC(=O)N1CC(n2cc(C)c3c2C(c2ccc(Cl)cc2)N(c2cc(C)c4nnc(C)n4c2)C3=O)C1,54.0,nM,7.27
CHEMBL5948271,COCCn1cc(C)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c3nnc(C)n3c1)C2=O,62.0,nM,7.21
CHEMBL5840389,Cc1cn(CCO)c2c1C(=O)N(c1cc(C)c3nnc(C)n3c1)C2c1ccc(Cl)cc1,22.0,nM,7.66
CHEMBL5855167,Cc1cc(N2C(=O)c3c(C4CC4)cn(C4CN(C)C4)c3C2c2ccc(Cl)cc2)cn2c(C)nnc12,14.0,nM,7.85
CHEMBL5911915,Cc1cn(C2CN(C)C2)c2c1C(=O)N(c1cc(C)c3nnn(C)c3n1)C2c1ccc(Cl)cc1,16.0,nM,7.8
