zinc_id,smiles,predicted_pIC50,max_train_similarity,in_domain,rank
4686213,Cn1c(=O)c2c(nc(Oc3ccc(C45CC6CC(CC(C6)C4)C5)cc3)n2C)n(C)c1=O,8.366511344909668,0.23076923076923078,False,99
952860392,CN(Cc1cc(-c2cccnc2)no1)C(=O)C12C[C@@H]3C[C@H](C1)CC(n1cncn1)(C3)C2,8.366092681884766,0.22115384615384615,False,100
15064678,CN(CCc1cn[nH]c1)Cc1cnc(S(=O)(=O)CC2CC2)n1CC1CCCCC1,8.363242149353027,0.22330097087378642,False,101
2384434988,Cc1cnc(CNC(=O)[C@@]2(CCC(C)C)C[C@H]3CC[C@@H]2N3Cc2nccs2)cn1,8.361767768859863,0.26804123711340205,False,102
4748894,O=C(Nc1ccc(S(=O)(=O)NC23CC4CC(CC(C4)C2)C3)cc1)c1cccnc1,8.354132652282715,0.2222222222222222,False,103
1774020782,C[C@H](NCc1nc2ccc(Oc3cc(F)c(F)c(F)c3)nc2n1C1CCC1)C(N)=O,8.352922439575195,0.25961538461538464,False,104
82161716,CC(C)NS(=O)(=O)c1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n2C(C)C,8.345572471618652,0.26881720430107525,False,105
65362771,NC(=O)c1c(SCC(=O)C23CC4CC(CC(C4)C2)C3)sc2c(O)cc(=O)[nH]c12,8.343108177185059,0.17,False,106
670466636,COc1ccc2[nH]c(CNC(=O)C34C[C@@H]5C[C@H](C3)CC(n3cncn3)(C5)C4)cc2c1,8.341651916503906,0.21818181818181817,False,107
14888836,COc1cccc(OC)c1CN1CCC2(CC1)C[C@H]2C(=O)N(C)Cc1cscn1,8.338774681091309,0.24,False,108
14888834,COc1cccc(OC)c1CN1CCC2(CC1)C[C@@H]2C(=O)N(C)Cc1cscn1,8.338774681091309,0.24,False,109
1857694876,COc1ccc(C(=O)NCC2(O)CCCCC2)cc1Oc1cc(F)cc(CN)c1,8.33830451965332,0.29,False,110
2382412273,COCc1cc(N2C[C@@H]3C[C@H](C2)[C@@H]2CCC[C@H](c4ccc(OC)cc4)N2C3)ncn1,8.336968421936035,0.2358490566037736,False,111
95528297,Cc1noc(CN(C)C(=O)Cc2c3c(n(CC(C)C)c2C)CC(C)(C)CC3=O)n1,8.332915306091309,0.19298245614035087,False,112
1875243364,COc1cccc(-c2nc(CN3CC[C@@H](O)[C@](CC4CC4)(C(=O)O)C3)c(C)o2)c1,8.330294609069824,0.31,False,113
2382385003,COc1cccc(-c2nc(CN3CC[C@H](O)[C@@](CC4CC4)(C(=O)O)C3)c(C)o2)c1,8.330294609069824,0.31,False,114
6719385,COc1ccc(OCc2nc3c4c(C)c(C)n(-c5cccnc5)c4ncn3n2)cc1,8.32880687713623,0.1891891891891892,False,115
4749273,O=C(Nc1ccc(S(=O)(=O)NC23CC4CC(CC(C4)C2)C3)cc1)c1ccco1,8.328351974487305,0.20212765957446807,False,116
828207918,O=C(NC12C[C@@H]3C[C@H](C1)CC(n1ncnn1)(C3)C2)c1csc(Cc2ccccc2)n1,8.328065872192383,0.22727272727272727,False,117
55074291,COCCn1c(CN(C)Cc2ccc(F)cc2)cnc1S(=O)(=O)CC(C)(C)C,8.322921752929688,0.22916666666666666,False,118
15074245,Cc1nonc1CN(C)C(=O)Cc1c2c(n(CC(C)C)c1C)CC(C)(C)CC2=O,8.3204927444458,0.24271844660194175,False,119
14998886,COc1ccccc1-c1ccnc(-n2ncc(C(=O)N(C)CC(C)C)c2C2CC2)n1,8.318522453308105,0.27835051546391754,False,120
14981346,CC(C)c1c(C(=O)NCC(C)(C)CN(C)C)cnn1-c1nccc(-c2ccco2)n1,8.317952156066895,0.2037037037037037,False,121
19831698,COc1cc(OC)c(OC)cc1CN1CCN(C2C3CC4CC(C3)CC2C4)CC1,8.315144538879395,0.2033898305084746,False,122
1857697280,COc1ccc(F)cc1C(=O)N1CCC[C@@]2(CCc3c(O)nc(C(C)(C)C)nc32)C1,8.314192771911621,0.30927835051546393,False,123
1857697281,COc1ccc(F)cc1C(=O)N1CCC[C@]2(CCc3c(O)nc(C(C)(C)C)nc32)C1,8.314192771911621,0.30927835051546393,False,124
12316000,CC(C)CS(=O)(=O)c1ncc(CN(C)C(C2CC2)C2CC2)n1Cc1ccccc1,8.313230514526367,0.29347826086956524,False,125
2384431863,Cc1nnc(CN2[C@H]3CC[C@@H]2C[C@]3(CCC(C)C)C(=O)NCc2cscn2)o1,8.313199043273926,0.22641509433962265,False,126
2382309215,CCC[C@H]1[C@H]2C[C@H](CN(CCS(=O)(=O)c3ccccc3)C2)c2cccc(=O)n21,8.310065269470215,0.23333333333333334,False,127
12282739,Cc1n[nH]c(C)c1CN(C)Cc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)[nH]1,8.309675216674805,0.22784810126582278,False,128
1506404276,COc1ccc(NC2(C(=O)N[C@@H](C)c3nc(CC(C)C)no3)CCCCC2)cc1,8.306081771850586,0.23958333333333334,False,129
39509058,Cc1nnc(CN(C)C(=O)Cc2c3c(n(CC(C)C)c2C)CC(C)(C)CC3=O)o1,8.305351257324219,0.2,False,130
11936584,CC(C)S(=O)(=O)c1ncc(CN(C)C(C2CC2)C2CC2)n1Cc1ccccc1F,8.301387786865234,0.24468085106382978,False,131
95502549,Cc1nc(CN(C)C(=O)Cc2c3c(n(CC(C)C)c2C)CC(C)(C)CC3=O)no1,8.301107406616211,0.2037037037037037,False,132
4891565,CCN(CC)S(=O)(=O)c1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,8.298659324645996,0.26436781609195403,False,133
257354192,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,8.298052787780762,0.29069767441860467,False,134
14998702,COCCN(C)C(=O)c1cnn(-c2nccc(-c3cc(C)sc3C)n2)c1C1CC1,8.296897888183594,0.24107142857142858,False,135
77286482,Cc1cc(CNC(=O)CC2(Cc3nc4cccnc4n3CC(C)C)CCCC2)on1,8.292593955993652,0.23529411764705882,False,136
1857670270,COC(=O)c1ccc(COc2ccc(CN3CC[C@@H]4NCCC[C@@H]4C3)cc2OC)o1,8.290618896484375,0.25471698113207547,False,137
2382299684,CCOc1cccc(C(=O)N2[C@H]3CC[C@@H]2C[C@]3(Cc2cscn2)C(=O)OC)c1,8.28856372833252,0.24761904761904763,False,138
827676700,O=C(NCc1noc(-c2cccs2)n1)C12C[C@@H]3C[C@H](C1)CC(n1cncn1)(C3)C2,8.28641128540039,0.2,False,139
2384412714,Cc1ccc(CN2CC[C@H]3C[C@@H](N(C)C(=O)c4cnc5cnn(C)c5c4)C[C@H]3C2)o1,8.28488540649414,0.21495327102803738,False,140
2383331882,Cc1ccc(CN2CC[C@@H]3C[C@H](N(C)C(=O)c4cnc5cnn(C)c5c4)C[C@@H]3C2)o1,8.28488540649414,0.21495327102803738,False,141
12039200,COc1ccc(CN2CCC3(CC2)C[C@H]3C(=O)N(C)Cc2cscn2)cc1OC,8.284772872924805,0.23529411764705882,False,142
12039196,COc1ccc(CN2CCC3(CC2)C[C@@H]3C(=O)N(C)Cc2cscn2)cc1OC,8.284772872924805,0.23529411764705882,False,143
1875243453,Cc1cc(CN2CCC[C@]3(CCc4c(N5CCOCC5)nc(C(C)(C)C)nc43)C2)n[nH]1,8.282803535461426,0.20754716981132076,False,144
1875243454,Cc1cc(CN2CCC[C@@]3(CCc4c(N5CCOCC5)nc(C(C)(C)C)nc43)C2)n[nH]1,8.282803535461426,0.20754716981132076,False,145
23359911,COc1ccc(-c2noc(CN3CCN(C4CCCCC4)CC3)n2)c(OC)c1OC,8.280771255493164,0.23170731707317074,False,146
11664817,Cc1n[nH]c(C)c1[C@H](C)N(C)Cc1cnc(S(=O)(=O)C(C)C)n1CCC(C)C,8.278857231140137,0.17,False,147
11664816,Cc1n[nH]c(C)c1[C@@H](C)N(C)Cc1cnc(S(=O)(=O)C(C)C)n1CCC(C)C,8.278857231140137,0.17,False,148
12430731,CCOC(=O)CC1(NC(=O)c2cn(Cc3ccc(Cl)cc3)nn2)CCCCC1,8.27745246887207,0.2736842105263158,False,149
2386275312,CCn1nccc1C(=O)N[C@@H]1CC12CCN(Cc1ccc(CC(C)C)s1)CC2,8.27743148803711,0.2169811320754717,False,150
2384426350,CCn1nccc1C(=O)N[C@H]1CC12CCN(Cc1ccc(CC(C)C)s1)CC2,8.27743148803711,0.2169811320754717,False,151
20917979,Cc1cccc(CNC(=O)c2cnn(-c3nccc(-c4ccco4)n3)c2C(C)C)n1,8.267786979675293,0.21359223300970873,False,152
138734671,CC(C)CS(=O)(=O)c1ncc(CN2C[C@H]3CCC[C@@H]2C3)n1Cc1ccccc1,8.267287254333496,0.26136363636363635,False,153
12302486,CC(C)CS(=O)(=O)c1ncc(CN2C[C@@H]3CCC[C@H]2C3)n1Cc1ccccc1,8.267287254333496,0.26136363636363635,False,154
1857719708,CO[C@H]1C[C@@H](c2nc(COc3cccc(F)c3)nn2CC(F)(F)F)CC[C@@H]1N,8.264579772949219,0.23076923076923078,False,155
55183117,CN(Cc1ccccc1)Cc1cnc(S(=O)(=O)CC2CC2)n1CC1CCCCC1,8.26320743560791,0.27835051546391754,False,156
71384913,COc1ccc(OC)c(-n2ccc3c(cnc4nc(C5CCCCC5)nn43)c2=O)c1,8.262370109558105,0.2247191011235955,False,157
1529120053,COCCn1cnnc1CN(C)Cc1csc(C23CC4CC(CC(C4)C2)C3)n1,8.262229919433594,0.1650485436893204,False,158
1822503,COc1ccc(C(=O)Oc2cc3c4c(c2)C(C)=CC(C)(C)N4C(=O)C3=O)cc1OC,8.261130332946777,0.24444444444444444,False,159
12450320,Cc1cnc(-n2ncc(C(=O)N(CCO)C(C)C)c2C2CC2)nc1-c1cccs1,8.259217262268066,0.2545454545454545,False,160
148103179,CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@@H]1[C@H]2CN(C3COC3)C[C@H]21,8.257458686828613,0.20909090909090908,False,161
14993442,CC(C)CN(C)C(=O)c1cnn(-c2nccc(-c3ccc4c(c3)OCO4)n2)c1C1CC1,8.254558563232422,0.25961538461538464,False,162
230156783,COc1ccc(N2C(=O)NC(=O)[C@]3(Cc4cccc(F)c4N4CCCC[C@H]43)C2=O)cc1,8.251799583435059,0.25,False,163
230156776,COc1ccc(N2C(=O)NC(=O)[C@@]3(Cc4cccc(F)c4N4CCCC[C@H]43)C2=O)cc1,8.251799583435059,0.25,False,164
299755669,Cc1cnc(-n2ncc(C(=O)N3CCN(C)CC3)c2C(C)C)nc1-c1ccc(F)cc1,8.251421928405762,0.29545454545454547,False,165
2828708,CCOC(=O)C(Sc1nnc2c3ccccc3n(C(C)C)c2n1)C(=O)OCC,8.248952865600586,0.24691358024691357,False,166
71384701,COc1cc(OC)cc(-n2ccc3c(cnc4nc(C5CCCCC5)nn43)c2=O)c1,8.248485565185547,0.20930232558139536,False,167
12247900,CC(C)c1c(C(=O)N(C)CCc2ccccn2)cnn1-c1nccc(-c2ccco2)n1,8.245513916015625,0.24271844660194175,False,168
77407648,CC(C)Cn1c(CC2(CC(=O)NCc3ccncn3)CCCC2)nc2cccnc21,8.234588623046875,0.23958333333333334,False,169
2382298391,COCc1cc(N2C[C@@H]3C[C@H](C2)[C@@H]2CCCCN2[C@H]3Cc2cccc(OC)c2)ncn1,8.231444358825684,0.27380952380952384,False,170
11933721,COCCn1c(CN2CCC[C@@H]2c2ccc(F)cc2)cnc1S(=O)(=O)CC1CC1,8.230829238891602,0.26,False,171
